Year,ZipCode,fpPopulation,Population,dif,pctDiff
2020,99169,2014.304,2561.84,-547.536,-0.214
2011,99170,1195.271,1195.497,-0.227,-0.0
2012,99170,1193.629,1196.21,-2.58,-0.002
2013,99170,1192.29,1196.2,-3.91,-0.003
2014,99170,1187.822,1201.816,-13.995,-0.012
2015,99170,1193.596,1200.394,-6.797,-0.006
2016,99170,1204.652,1203.844,0.808,0.001
2017,99170,1209.101,1205.337,3.764,0.003
2018,99170,1216.723,1210.715,6.008,0.005
2019,99170,1222.572,1215.326,7.246,0.006
2020,99170,1229.751,1218.608,11.143,0.009
2011,99171,956.397,952.206,4.192,0.004
2012,99171,926.912,930.879,-3.967,-0.004
2013,99171,923.321,932.216,-8.895,-0.01
2014,99171,921.947,938.331,-16.385,-0.017
2015,99171,924.441,939.428,-14.988,-0.016
2016,99171,928.525,950.217,-21.692,-0.023
2017,99171,930.493,974.041,-43.548,-0.045
2018,99171,929.434,977.31,-47.876,-0.049
2019,99171,928.413,978.24,-49.827,-0.051
2020,99171,935.596,987.669,-52.073,-0.053
2011,99173,1558.21,1279.211,278.999,0.218
2012,99173,1570.593,1283.051,287.542,0.224
2013,99173,1582.797,1255.913,326.883,0.26
2014,99173,1597.449,1461.438,136.011,0.093
2015,99173,1605.529,1465.679,139.85,0.095
2016,99173,1628.995,1478.1,150.895,0.102
2017,99173,1664.589,1512.341,152.248,0.101
2018,99173,1702.676,1547.662,155.014,0.1
2019,99173,1727.242,1688.349,38.893,0.023
2020,99173,1759.998,1716.087,43.91,0.026
2011,99176,128.781,129.613,-0.833,-0.006
2012,99176,128.166,129.378,-1.212,-0.009
2013,99176,131.084,132.837,-1.753,-0.013
2014,99176,130.709,132.787,-2.078,-0.016
2015,99176,130.175,132.19,-2.015,-0.015
2016,99176,134.94,137.901,-2.961,-0.021
2017,99176,135.249,138.374,-3.125,-0.023
2018,99176,135.971,139.19,-3.219,-0.023
2019,99176,136.236,139.618,-3.382,-0.024
2020,99176,134.971,137.93,-2.959,-0.021
2011,99179,335.699,339.151,-3.452,-0.01
2012,99179,337.135,342.926,-5.791,-0.017
2013,99179,347.364,355.421,-8.057,-0.023
2014,99179,358.156,369.653,-11.497,-0.031
2015,99179,357.479,369.539,-12.06,-0.033
2016,99179,358.39,371.938,-13.548,-0.036
2017,99179,360.979,376.587,-15.609,-0.041
2018,99179,362.719,379.776,-17.056,-0.045
2019,99179,368.857,387.87,-19.013,-0.049
2020,99179,368.802,387.87,-19.068,-0.049
2011,99180,810.453,776.225,34.228,0.044
2012,99180,819.24,783.786,35.454,0.045
2013,99180,820.466,785.033,35.434,0.045
2014,99180,821.157,785.353,35.804,0.046
2015,99180,824.21,793.074,31.136,0.039
2016,99180,821.496,791.078,30.418,0.038
2017,99180,825.412,836.523,-11.111,-0.013
2018,99180,834.578,845.453,-10.875,-0.013
2019,99180,849.961,852.392,-2.431,-0.003
2020,99180,853.207,855.23,-2.023,-0.002
2011,99181,1954.027,2164.025,-209.998,-0.097
2012,99181,1960.696,2175.509,-214.813,-0.099
2013,99181,1969.527,2186.583,-217.055,-0.099
2014,99181,1969.922,2100.342,-130.42,-0.062
2015,99181,1977.079,2113.769,-136.69,-0.065
2016,99181,1978.63,2115.932,-137.302,-0.065
2017,99181,2001.082,2139.916,-138.835,-0.065
2018,99181,2006.916,2150.298,-143.382,-0.067
2019,99181,2040.236,2063.564,-23.328,-0.011
2020,99181,2066.429,2084.139,-17.709,-0.008
2011,99185,1286.52,1304.819,-18.299,-0.014
2012,99185,1298.941,1302.434,-3.493,-0.003
2013,99185,1297.239,1300.112,-2.873,-0.002
2014,99185,1297.312,1298.527,-1.215,-0.001
2015,99185,1301.49,1303.049,-1.559,-0.001
2016,99185,1296.011,1293.019,2.991,0.002
2017,99185,1307.788,1302.972,4.816,0.004
2018,99185,1310.427,1306.85,3.577,0.003
2019,99185,1307.224,1312.765,-5.542,-0.004
2020,99185,1312.131,1314.877,-2.746,-0.002
2011,99201,13849.323,13767.726,81.598,0.006
2012,99201,13983.982,13825.055,158.927,0.011
2013,99201,14225.403,13982.689,242.714,0.017
2014,99201,14471.726,14161.432,310.295,0.022
2015,99201,14754.406,14393.615,360.791,0.025
2016,99201,15040.542,14631.114,409.428,0.028
2017,99201,15251.915,14802.529,449.387,0.03
2018,99201,15621.799,15112.788,509.012,0.034
2019,99201,15973.231,15397.316,575.915,0.037
2020,99201,16176.018,15536.624,639.394,0.041
2011,99202,20962.443,20935.008,27.435,0.001
2012,99202,20848.26,20775.59,72.67,0.003
2013,99202,20853.544,20734.14,119.404,0.006
2014,99202,20940.366,20774.881,165.485,0.008
2015,99202,20849.219,20630.856,218.362,0.011
2016,99202,21097.261,20900.001,197.26,0.009
2017,99202,21297.772,21029.047,268.725,0.013
2018,99202,21717.519,21419.72,297.799,0.014
2019,99202,21791.761,21464.446,327.315,0.015
2020,99202,21897.924,21491.297,406.627,0.019
2011,99203,20141.424,20155.036,-13.613,-0.001
2012,99203,20125.914,20107.156,18.758,0.001
2013,99203,20129.853,20115.049,14.803,0.001
2014,99203,20159.885,20141.566,18.319,0.001
2015,99203,20196.569,20197.407,-0.838,-0.0
2016,99203,20241.301,20234.136,7.164,0.0
2017,99203,20364.037,20410.85,-46.813,-0.002
2018,99203,20474.765,20492.853,-18.088,-0.001
2019,99203,20530.875,20552.65,-21.775,-0.001
2020,99203,20562.816,20611.19,-48.374,-0.002
2011,99204,6535.604,6539.118,-3.514,-0.001
2012,99204,6533.377,6511.321,22.055,0.003
2013,99204,6559.772,6516.126,43.646,0.007
2014,99204,6589.195,6521.86,67.335,0.01
2015,99204,6615.302,6524.638,90.664,0.014
2016,99204,6658.505,6539.269,119.236,0.018
2017,99204,6707.75,6569.096,138.654,0.021
2018,99204,6787.748,6616.899,170.849,0.026
2019,99204,6836.516,6643.32,193.197,0.029
2020,99204,6866.105,6652.978,213.127,0.032
2011,99205,41905.727,41800.618,105.109,0.003
2012,99205,41973.124,41639.869,333.255,0.008
2013,99205,42138.954,41632.659,506.295,0.012
2014,99205,42314.413,41636.897,677.516,0.016
2015,99205,42510.887,41685.64,825.247,0.02
2016,99205,42729.11,41719.408,1009.702,0.024
2017,99205,43057.544,41906.747,1150.797,0.027
2018,99205,43441.17,42093.432,1347.737,0.032
2019,99205,43754.459,42277.046,1477.413,0.035
2020,99205,44014.024,42416.702,1597.323,0.038
2011,99206,35283.536,35057.542,225.994,0.006
2012,99206,35619.282,35177.55,441.732,0.013
2013,99206,36146.824,35491.191,655.634,0.018
2014,99206,36628.007,35756.41,871.597,0.024
2015,99206,37021.797,35979.94,1041.857,0.029
2016,99206,37528.901,36267.271,1261.63,0.035
2017,99206,38081.408,36645.706,1435.702,0.039
2018,99206,38504.903,36849.616,1655.287,0.045
2019,99206,39066.693,37206.484,1860.209,0.05
2020,99206,39563.673,37489.015,2074.658,0.055
2011,99207,30641.553,30556.669,84.884,0.003
2012,99207,30653.876,30470.454,183.422,0.006
2013,99207,30792.5,30516.555,275.945,0.009
2014,99207,30935.679,30560.685,374.993,0.012
2015,99207,31040.875,30596.379,444.495,0.015
2016,99207,31205.265,30642.271,562.994,0.018
2017,99207,31447.58,30799.627,647.952,0.021
2018,99207,31739.632,30978.005,761.627,0.025
2019,99207,32036.915,31190.832,846.083,0.027
2020,99207,32264.587,31349.637,914.95,0.029
2011,99208,49033.107,49472.704,-439.597,-0.009
2012,99208,49657.384,49776.586,-119.201,-0.002
2013,99208,50199.005,50179.75,19.255,0.0
2014,99208,50810.558,50663.815,146.743,0.003
2015,99208,51470.236,51269.169,201.067,0.004
2016,99208,52245.211,51938.826,306.385,0.006
2017,99208,53984.812,53379.063,605.749,0.011
2018,99208,55545.152,54692.985,852.167,0.016
2019,99208,56729.308,55590.365,1138.943,0.02
2020,99208,58132.493,56623.798,1508.695,0.027
2011,99212,19653.063,19513.101,139.961,0.007
2012,99212,19865.367,19595.236,270.131,0.014
2013,99212,20092.615,19709.934,382.681,0.019
2014,99212,20298.11,19792.049,506.061,0.026
2015,99212,20516.142,19888.533,627.609,0.032
2016,99212,20683.574,19921.776,761.798,0.038
2017,99212,20956.213,20057.067,899.146,0.045
2018,99212,21204.697,20152.284,1052.413,0.052
2019,99212,21458.092,20328.255,1129.836,0.056
2020,99212,21903.778,20700.498,1203.281,0.058
2011,99216,24666.479,24426.07,240.409,0.01
2012,99216,24889.969,24487.917,402.051,0.016
2013,99216,25407.749,24846.306,561.443,0.023
2014,99216,25719.23,24985.977,733.253,0.029
2015,99216,26253.591,25230.017,1023.574,0.041
2016,99216,26810.214,25570.622,1239.592,0.048
2017,99216,27280.12,25811.296,1468.823,0.057
2018,99216,27759.022,25973.03,1785.992,0.069
2019,99216,28395.717,26192.274,2203.443,0.084
2020,99216,28821.939,26949.694,1872.245,0.069
2011,99217,18462.997,18022.743,440.254,0.024
2012,99217,18539.463,18037.619,501.844,0.028
2013,99217,18741.171,18195.296,545.874,0.03
2014,99217,18924.011,18341.977,582.034,0.032
2015,99217,19049.898,18431.046,618.852,0.034
2016,99217,19165.854,18503.628,662.226,0.036
2017,99217,19324.477,18643.128,681.349,0.037
2018,99217,19552.069,18844.434,707.635,0.038
2019,99217,19782.082,19043.559,738.522,0.039
2020,99217,20070.034,19323.277,746.756,0.039
2011,99218,13976.06,13797.003,179.056,0.013
2012,99218,14139.635,13872.132,267.503,0.019
2013,99218,14240.981,13887.848,353.133,0.025
2014,99218,14458.849,14019.794,439.056,0.031
2015,99218,14563.815,14042.568,521.246,0.037
2016,99218,14672.794,14042.962,629.832,0.045
2017,99218,14841.666,14110.599,731.067,0.052
2018,99218,15151.124,14324.963,826.161,0.058
2019,99218,15404.629,14515.099,889.531,0.061
2020,99218,15656.747,14702.762,953.986,0.065
2011,99223,29610.788,29368.83,241.959,0.008
2012,99223,29944.203,29506.064,438.138,0.015
2013,99223,30732.673,30008.905,723.768,0.024
2014,99223,31320.091,30362.531,957.56,0.032
2015,99223,31613.17,30451.138,1162.031,0.038
2016,99223,32205.904,30926.81,1279.094,0.041
2017,99223,33124.133,31590.971,1533.161,0.049
2018,99223,33507.843,31740.229,1767.614,0.056
2019,99223,33998.821,32078.277,1920.544,0.06
2020,99223,34588.656,32512.395,2076.262,0.064
2011,99224,18832.241,19551.756,-719.515,-0.037
2012,99224,19408.686,19284.769,123.917,0.006
2013,99224,19890.266,19790.373,99.893,0.005
2014,99224,20581.718,20450.75,130.969,0.006
2015,99224,20971.038,20777.086,193.952,0.009
2016,99224,21479.122,21226.146,252.975,0.012
2017,99224,22181.801,21947.304,234.497,0.011
2018,99224,22978.25,22804.257,173.992,0.008
2019,99224,23736.002,23469.728,266.274,0.011
2020,99224,24439.044,24115.359,323.685,0.013
2011,99251,1244.928,1257.292,-12.363,-0.01
2012,99251,1164.657,1186.15,-21.493,-0.018
2013,99251,1156.217,1187.276,-31.059,-0.026
2014,99251,1158.242,1201.073,-42.832,-0.036
2015,99251,1147.601,1203.963,-56.363,-0.047
2016,99251,1077.6,1142.081,-64.481,-0.056
2017,99251,1040.618,1109.848,-69.231,-0.062
2018,99251,933.274,999.116,-65.842,-0.066
2019,99251,990.273,1069.26,-78.987,-0.074
2020,99251,1063.181,1161.023,-97.842,-0.084
2011,99301,70472.202,69830.969,641.232,0.009
2012,99301,72400.268,71654.104,746.164,0.01
2013,99301,74433.294,73728.145,705.148,0.01
2014,99301,76384.758,75693.884,690.874,0.009
2015,99301,76958.172,76201.109,757.063,0.01
2016,99301,78496.289,77649.526,846.763,0.011
2017,99301,80069.508,79075.768,993.74,0.013
2018,99301,82225.909,81250.715,975.193,0.012
2019,99301,84353.085,83296.869,1056.215,0.013
2020,99301,86341.312,85334.733,1006.58,0.012
2011,99320,9391.081,9388.576,2.505,0.0
2012,99320,9551.323,9615.254,-63.931,-0.007
2013,99320,9514.401,9644.725,-130.324,-0.014
2014,99320,9562.508,9736.148,-173.64,-0.018
2015,99320,9535.457,9757.14,-221.683,-0.023
2016,99320,9560.095,9829.233,-269.137,-0.027
2017,99320,9640.427,10078.744,-438.317,-0.043
2018,99320,9664.6,10152.564,-487.965,-0.048
2019,99320,9971.542,10551.119,-579.577,-0.055
2020,99320,10108.966,10740.328,-631.362,-0.059
2011,99321,624.195,328.51,295.685,0.9
2012,99321,628.589,325.147,303.442,0.933
2013,99321,633.838,324.589,309.249,0.953
2014,99321,642.819,325.833,316.986,0.973
2015,99321,655.435,326.202,329.232,1.009
2016,99321,668.178,325.959,342.219,1.05
2017,99321,674.694,433.073,241.621,0.558
2018,99321,682.351,432.474,249.876,0.578
2019,99321,695.144,627.094,68.05,0.109
2020,99321,690.816,619.386,71.431,0.115
2011,99322,257.62,259.948,-2.328,-0.009
2012,99322,262.966,253.566,9.4,0.037
2013,99322,262.654,254.703,7.951,0.031
2014,99322,263.742,265.196,-1.454,-0.005
2015,99322,263.862,264.107,-0.245,-0.001
2016,99322,265.479,265.141,0.338,0.001
2017,99322,287.114,281.847,5.267,0.019
2018,99322,303.859,288.527,15.331,0.053
2019,99322,267.529,281.483,-13.954,-0.05
2020,99322,270.671,282.082,-11.41,-0.04
2011,99323,3688.513,3688.107,0.406,0.0
2012,99323,3719.737,3722.142,-2.405,-0.001
2013,99323,3737.077,3742.373,-5.296,-0.001
2014,99323,3737.907,3744.815,-6.908,-0.002
2015,99323,3701.263,3706.554,-5.29,-0.001
2016,99323,3680.969,3685.5,-4.532,-0.001
2017,99323,3751.37,3762.413,-11.043,-0.003
2018,99323,3761.72,3780.462,-18.742,-0.005
2019,99323,3784.768,3806.6,-21.832,-0.006
2020,99323,3786.862,3820.551,-33.69,-0.009
2011,99324,9170.818,9239.64,-68.821,-0.007
2012,99324,9234.642,9355.768,-121.126,-0.013
2013,99324,9260.286,9386.871,-126.585,-0.013
2014,99324,9404.084,9532.828,-128.743,-0.014
2015,99324,9461.833,9479.645,-17.812,-0.002
2016,99324,9592.261,9610.386,-18.125,-0.002
2017,99324,9779.538,9806.606,-27.068,-0.003
2018,99324,9908.664,9932.666,-24.003,-0.002
2019,99324,9999.489,10000.95,-1.46,-0.0
2020,99324,10097.018,10115.402,-18.384,-0.002
2011,99326,5193.261,5927.229,-733.968,-0.124
2012,99326,5260.114,6101.917,-841.802,-0.138
2013,99326,5369.035,6161.995,-792.96,-0.129
2014,99326,5367.498,6124.551,-757.053,-0.124
2015,99326,5428.141,6187.164,-759.022,-0.123
2016,99326,5484.479,6167.663,-683.184,-0.111
2017,99326,5554.586,6262.602,-708.016,-0.113
2018,99326,5600.235,6260.524,-660.29,-0.105
2019,99326,5625.616,6304.339,-678.723,-0.108
2020,99326,5742.248,6305.739,-563.491,-0.089
2011,99328,3757.051,3896.219,-139.167,-0.036
2012,99328,3743.246,3897.363,-154.117,-0.04
2013,99328,3734.803,3899.506,-164.702,-0.042
2014,99328,3708.043,3882.453,-174.41,-0.045
2015,99328,3702.97,3893.843,-190.872,-0.049
2016,99328,3643.442,3859.969,-216.527,-0.056
2017,99328,3660.789,3901.693,-240.904,-0.062
2018,99328,3680.645,3820.629,-139.985,-0.037
2019,99328,3674.215,3828.463,-154.248,-0.04
2020,99328,3684.619,3853.33,-168.711,-0.044
2011,99329,128.034,0.0,128.034,inf
2012,99329,131.522,0.0,131.522,inf
2013,99329,135.111,0.0,135.111,inf
2014,99329,136.684,0.0,136.684,inf
2015,99329,135.266,0.0,135.266,inf
2016,99329,137.433,0.0,137.433,inf
2017,99329,134.318,0.0,134.318,inf
2018,99329,125.715,0.0,125.715,inf
2019,99329,128.145,105.213,22.932,0.218
2020,99329,130.637,105.285,25.352,0.241
2011,99330,914.709,899.249,15.46,0.017
2012,99330,903.293,901.352,1.941,0.002
2013,99330,934.194,942.557,-8.363,-0.009
2014,99330,901.25,922.996,-21.746,-0.024
2015,99330,891.404,926.02,-34.616,-0.037
2016,99330,891.82,942.944,-51.125,-0.054
2017,99330,905.152,1007.881,-102.729,-0.102
2018,99330,886.227,1005.314,-119.087,-0.118
2019,99330,878.546,1016.431,-137.885,-0.136
2020,99330,872.327,1030.463,-158.136,-0.153
2011,99336,48145.894,48018.032,127.862,0.003
2012,99336,48377.765,48091.402,286.363,0.006
2013,99336,48821.447,48430.148,391.299,0.008
2014,99336,49568.633,48984.881,583.753,0.012
2015,99336,49821.674,49084.518,737.156,0.015
2016,99336,50270.793,49239.854,1030.94,0.021
2017,99336,50717.239,49469.136,1248.103,0.025
2018,99336,51410.968,49912.793,1498.175,0.03
2019,99336,52319.701,50621.391,1698.31,0.034
2020,99336,52785.148,50805.407,1979.74,0.039
2011,99337,30679.094,30726.484,-47.391,-0.002
2012,99337,30822.558,30896.953,-74.395,-0.002
2013,99337,31214.412,31313.578,-99.166,-0.003
2014,99337,31623.898,31668.213,-44.315,-0.001
2015,99337,31747.697,31768.582,-20.885,-0.001
2016,99337,32027.967,32025.121,2.846,0.0
2017,99337,32503.396,32526.555,-23.16,-0.001
2018,99337,32971.778,32978.922,-7.144,-0.0
2019,99337,33630.123,33667.418,-37.295,-0.001
2020,99337,34122.564,34171.07,-48.506,-0.001
2011,99338,12241.086,12653.01,-411.924,-0.033
2012,99338,12647.275,13091.382,-444.107,-0.034
2013,99338,13512.53,13937.247,-424.717,-0.03
2014,99338,13978.225,14605.821,-627.595,-0.043
2015,99338,14490.671,15177.277,-686.606,-0.045
2016,99338,15133.663,15881.243,-747.58,-0.047
2017,99338,16042.365,16349.166,-306.801,-0.019
2018,99338,17009.926,17350.449,-340.523,-0.02
2019,99338,18187.009,18171.217,15.792,0.001
2020,99338,18993.294,19005.268,-11.974,-0.001
2011,99341,791.35,821.471,-30.121,-0.037
2012,99341,770.263,823.597,-53.333,-0.065
2013,99341,746.901,824.12,-77.219,-0.094
2014,99341,721.278,822.353,-101.075,-0.123
2015,99341,689.981,814.61,-124.629,-0.153
2016,99341,658.67,802.782,-144.112,-0.18
2017,99341,631.651,802.822,-171.171,-0.213
2018,99341,606.842,800.684,-193.842,-0.242
2019,99341,579.569,798.667,-219.098,-0.274
2020,99341,553.078,796.798,-243.719,-0.306
2011,99343,3128.242,3112.946,15.295,0.005
2012,99343,3110.267,3114.246,-3.979,-0.001
2013,99343,3167.284,3208.553,-41.27,-0.013
2014,99343,3064.668,3121.013,-56.345,-0.018
2015,99343,3023.752,3102.028,-78.277,-0.025
2016,99343,3057.396,3157.363,-99.967,-0.032
2017,99343,3095.261,3217.839,-122.578,-0.038
2018,99343,3052.592,3256.961,-204.368,-0.063
2019,99343,3054.161,3284.978,-230.817,-0.07
2020,99343,3048.957,3302.444,-253.487,-0.077
2011,99344,17106.765,16974.982,131.783,0.008
2012,99344,17344.467,17090.603,253.865,0.015
2013,99344,17622.129,17263.249,358.88,0.021
2014,99344,17949.955,17468.441,481.513,0.028
2015,99344,18148.628,17541.327,607.301,0.035
2016,99344,18416.1,17675.826,740.274,0.042
2017,99344,18965.627,18066.249,899.378,0.05
2018,99344,19277.685,18226.915,1050.77,0.058
2019,99344,19565.762,18388.682,1177.079,0.064
2020,99344,20035.726,18664.219,1371.507,0.073
2011,99346,260.199,0.0,260.199,inf
2012,99346,252.761,0.0,252.761,inf
2013,99346,247.637,0.0,247.637,inf
2014,99346,237.75,0.0,237.75,inf
2015,99346,227.258,0.0,227.258,inf
2016,99346,217.015,0.0,217.015,inf
2017,99346,208.072,0.0,208.072,inf
2018,99346,198.887,0.0,198.887,inf
2019,99346,198.367,291.248,-92.881,-0.319
2020,99346,193.171,297.562,-104.391,-0.351
2011,99347,2267.982,2254.542,13.44,0.006
2012,99347,2274.53,2253.927,20.602,0.009
2013,99347,2276.177,2254.414,21.763,0.01
2014,99347,2272.837,2244.991,27.846,0.012
2015,99347,2301.104,2264.773,36.331,0.016
2016,99347,2230.795,2205.855,24.94,0.011
2017,99347,2238.177,2209.645,28.532,0.013
2018,99347,2257.424,2220.953,36.47,0.016
2019,99347,2283.678,2233.254,50.424,0.023
2020,99347,2302.126,2238.197,63.929,0.029
2011,99348,1414.127,1271.134,142.993,0.112
2012,99348,1480.048,1278.225,201.824,0.158
2013,99348,1539.01,1280.644,258.366,0.202
2014,99348,1592.595,1276.663,315.933,0.247
2015,99348,1631.573,1263.468,368.105,0.291
2016,99348,1667.715,1243.757,423.958,0.341
2017,99348,1744.324,1340.077,404.247,0.302
2018,99348,1802.285,1341.49,460.796,0.343
2019,99348,1861.389,1340.734,520.655,0.388
2020,99348,1910.113,1333.65,576.463,0.432
2011,99349,8437.206,8649.434,-212.228,-0.025
2012,99349,8507.602,8757.853,-250.251,-0.029
2013,99349,8528.039,8824.54,-296.501,-0.034
2014,99349,8561.767,8849.67,-287.904,-0.033
2015,99349,8669.453,8997.732,-328.279,-0.036
2016,99349,8822.439,9168.387,-345.949,-0.038
2017,99349,8967.965,9320.259,-352.293,-0.038
2018,99349,9096.99,9473.678,-376.689,-0.04
2019,99349,9198.315,9472.418,-274.104,-0.029
2020,99349,9319.682,9608.698,-289.016,-0.03
2011,99350,13121.672,13892.742,-771.07,-0.056
2012,99350,13138.129,13671.269,-533.14,-0.039
2013,99350,13212.834,13743.228,-530.394,-0.039
2014,99350,13250.729,13784.849,-534.12,-0.039
2015,99350,13266.765,13805.803,-539.037,-0.039
2016,99350,13363.029,13915.747,-552.718,-0.04
2017,99350,13494.719,13631.798,-137.079,-0.01
2018,99350,13665.963,13763.89,-97.927,-0.007
2019,99350,13842.915,13975.881,-132.967,-0.01
2020,99350,13964.491,14108.641,-144.15,-0.01
2011,99352,28307.554,28163.072,144.482,0.005
2012,99352,29144.681,28905.09,239.591,0.008
2013,99352,30046.802,29688.78,358.022,0.012
2014,99352,30757.447,30244.94,512.507,0.017
2015,99352,31667.049,31103.453,563.596,0.018
2016,99352,31885.695,31243.864,641.831,0.021
2017,99352,32341.288,32053.912,287.375,0.009
2018,99352,32971.576,32709.311,262.265,0.008
2019,99352,33750.61,33567.002,183.609,0.005
2020,99352,34736.998,34731.531,5.467,0.0
2011,99353,13489.223,13521.437,-32.214,-0.002
2012,99353,13847.133,13928.623,-81.49,-0.006
2013,99353,14339.056,14453.159,-114.102,-0.008
2014,99353,14888.981,15001.613,-112.632,-0.008
2015,99353,15224.427,15356.85,-132.424,-0.009
2016,99353,15569.726,15737.618,-167.892,-0.011
2017,99353,15936.23,16077.136,-140.907,-0.009
2018,99353,16573.986,16730.048,-156.062,-0.009
2019,99353,16630.521,16815.774,-185.253,-0.011
2020,99353,17015.221,17194.403,-179.182,-0.01
2011,99354,21462.647,21485.786,-23.139,-0.001
2012,99354,21484.131,21487.32,-3.19,-0.0
2013,99354,21825.723,21871.313,-45.59,-0.002
2014,99354,22100.719,22157.153,-56.434,-0.003
2015,99354,22209.56,22224.305,-14.745,-0.001
2016,99354,22347.501,22318.244,29.257,0.001
2017,99354,22632.724,22575.703,57.021,0.003
2018,99354,23103.328,23055.009,48.319,0.002
2019,99354,23435.851,23352.529,83.322,0.004
2020,99354,23958.293,23852.127,106.165,0.004
2011,99356,302.112,319.896,-17.784,-0.056
2012,99356,299.961,323.697,-23.736,-0.073
2013,99356,293.032,326.871,-33.839,-0.104
2014,99356,287.557,317.699,-30.142,-0.095
2015,99356,280.719,317.597,-36.878,-0.116
2016,99356,281.005,325.912,-44.907,-0.138
2017,99356,279.337,333.72,-54.383,-0.163
2018,99356,280.159,339.061,-58.903,-0.174
2019,99356,269.615,339.378,-69.763,-0.206
2020,99356,271.042,344.305,-73.263,-0.213
2011,99357,4485.698,4599.592,-113.893,-0.025
2012,99357,4527.834,4626.347,-98.513,-0.021
2013,99357,4573.277,4670.988,-97.71,-0.021
2014,99357,4606.069,4700.886,-94.817,-0.02
2015,99357,4658.407,4743.635,-85.228,-0.018
2016,99357,4659.977,4709.981,-50.004,-0.011
