Year,ZipCode,fpPopulation,Population,dif,pctDiff
2020,99036,1631.953,1669.44,-37.487,-0.022
2011,99037,13081.153,13110.257,-29.104,-0.002
2012,99037,13675.193,13808.497,-133.305,-0.01
2013,99037,13962.67,14075.228,-112.559,-0.008
2014,99037,14432.59,14484.264,-51.674,-0.004
2015,99037,15046.239,15099.577,-53.338,-0.004
2016,99037,15337.831,15361.402,-23.571,-0.002
2017,99037,15538.721,15568.237,-29.516,-0.002
2018,99037,16006.823,16135.553,-128.73,-0.008
2019,99037,16254.557,16516.978,-262.421,-0.016
2020,99037,16444.751,16105.592,339.16,0.021
2011,99039,100.54,0.0,100.54,inf
2012,99039,96.306,0.0,96.306,inf
2013,99039,99.964,0.0,99.964,inf
2014,99039,103.325,0.0,103.325,inf
2015,99039,99.617,0.0,99.617,inf
2016,99039,99.261,0.0,99.261,inf
2017,99039,106.515,0.0,106.515,inf
2018,99039,112.162,124.377,-12.215,-0.098
2019,99039,114.272,129.361,-15.089,-0.117
2020,99039,117.374,134.33,-16.955,-0.126
2011,99040,1015.199,853.596,161.602,0.189
2012,99040,1037.252,853.974,183.278,0.215
2013,99040,1060.186,995.961,64.225,0.064
2014,99040,1078.891,992.859,86.032,0.087
2015,99040,1100.027,993.931,106.096,0.107
2016,99040,1122.806,995.104,127.702,0.128
2017,99040,1150.526,998.993,151.533,0.152
2018,99040,1175.675,1003.757,171.918,0.171
2019,99040,1202.134,1007.148,194.985,0.194
2020,99040,1227.428,1009.689,217.739,0.216
2011,99101,1408.976,1832.271,-423.295,-0.231
2012,99101,1404.527,1826.21,-421.682,-0.231
2013,99101,1407.04,1497.189,-90.149,-0.06
2014,99101,1401.934,1495.746,-93.812,-0.063
2015,99101,1400.432,1411.732,-11.3,-0.008
2016,99101,1394.783,1410.236,-15.454,-0.011
2017,99101,1401.361,1419.888,-18.528,-0.013
2018,99101,1415.234,1435.171,-19.937,-0.014
2019,99101,1423.876,1446.369,-22.493,-0.016
2020,99101,1432.322,1457.403,-25.081,-0.017
2011,99103,611.871,594.717,17.153,0.029
2012,99103,614.213,607.623,6.59,0.011
2013,99103,612.795,608.095,4.7,0.008
2014,99103,605.606,606.056,-0.45,-0.001
2015,99103,600.368,603.631,-3.262,-0.005
2016,99103,588.476,593.382,-4.905,-0.008
2017,99103,590.389,598.382,-7.993,-0.013
2018,99103,586.896,597.99,-11.094,-0.019
2019,99103,590.376,601.125,-10.749,-0.018
2020,99103,590.133,601.45,-11.317,-0.019
2011,99105,30.281,25.77,4.511,0.175
2012,99105,29.135,25.196,3.939,0.156
2013,99105,28.548,25.122,3.426,0.136
2014,99105,28.372,25.361,3.011,0.119
2015,99105,26.791,24.568,2.223,0.09
2016,99105,25.903,24.176,1.727,0.071
2017,99105,25.139,24.1,1.038,0.043
2018,99105,24.537,24.064,0.473,0.02
2019,99105,23.534,28.161,-4.627,-0.164
2020,99105,23.119,28.444,-5.326,-0.187
2011,99107,0.0,201.459,-201.459,-1.0
2012,99107,0.0,203.16,-203.16,-1.0
2013,99107,0.0,200.341,-200.341,-1.0
2014,99107,0.0,199.871,-199.871,-1.0
2015,99107,0.0,201.22,-201.22,-1.0
2016,99107,0.0,202.739,-202.739,-1.0
2017,99107,0.0,0.0,0.0,
2018,99107,0.0,0.0,0.0,
2019,99107,0.0,0.0,0.0,
2020,99107,0.0,0.0,0.0,
2011,99109,4995.354,5034.158,-38.804,-0.008
2012,99109,4982.22,5052.375,-70.155,-0.014
2013,99109,4952.113,5051.004,-98.891,-0.02
2014,99109,4918.133,5042.506,-124.373,-0.025
2015,99109,4929.996,5082.546,-152.55,-0.03
2016,99109,4912.854,5086.325,-173.471,-0.034
2017,99109,4904.525,5098.343,-193.818,-0.038
2018,99109,4924.424,5138.809,-214.385,-0.042
2019,99109,5047.39,5259.382,-211.992,-0.04
2020,99109,4911.284,5224.266,-312.982,-0.06
2011,99110,1644.66,1814.341,-169.68,-0.094
2012,99110,1671.759,1704.478,-32.719,-0.019
2013,99110,1695.866,1716.514,-20.647,-0.012
2014,99110,1715.127,1724.814,-9.687,-0.006
2015,99110,1711.367,1646.22,65.147,0.04
2016,99110,1716.845,1639.658,77.187,0.047
2017,99110,1737.77,1649.567,88.203,0.053
2018,99110,1777.388,1677.716,99.672,0.059
2019,99110,1783.984,1668.962,115.022,0.069
2020,99110,1837.747,1703.223,134.524,0.079
2011,99111,3965.76,4032.442,-66.682,-0.017
2012,99111,3921.509,4020.669,-99.16,-0.025
2013,99111,3881.86,4019.432,-137.573,-0.034
2014,99111,3833.466,4002.949,-169.483,-0.042
2015,99111,3843.059,4025.911,-182.852,-0.045
2016,99111,3849.292,4055.665,-206.373,-0.051
2017,99111,3824.527,4066.443,-241.916,-0.059
2018,99111,3822.827,4100.409,-277.581,-0.068
2019,99111,3818.863,4114.394,-295.531,-0.072
2020,99111,3808.425,4129.945,-321.52,-0.078
2011,99113,823.393,843.998,-20.605,-0.024
2012,99113,802.616,837.228,-34.612,-0.041
2013,99113,803.735,847.423,-43.688,-0.052
2014,99113,802.223,855.295,-53.072,-0.062
2015,99113,799.072,856.533,-57.461,-0.067
2016,99113,805.522,870.228,-64.706,-0.074
2017,99113,810.184,883.894,-73.71,-0.083
2018,99113,811.197,894.957,-83.76,-0.094
2019,99113,812.235,902.209,-89.974,-0.1
2020,99113,806.3,904.801,-98.502,-0.109
2011,99114,12027.726,11856.014,171.712,0.014
2012,99114,12083.029,11878.557,204.472,0.017
2013,99114,12103.666,12057.996,45.67,0.004
2014,99114,12153.282,12095.796,57.486,0.005
2015,99114,12172.308,12197.543,-25.235,-0.002
2016,99114,12168.213,12005.452,162.761,0.014
2017,99114,12252.398,12069.823,182.575,0.015
2018,99114,12387.872,12189.401,198.471,0.016
2019,99114,12486.809,12261.725,225.084,0.018
2020,99114,12600.647,12320.232,280.415,0.023
2011,99115,1070.985,1004.597,66.389,0.066
2012,99115,1056.113,1012.343,43.77,0.043
2013,99115,1052.789,1033.714,19.075,0.018
2014,99115,1049.247,1042.409,6.838,0.007
2015,99115,1034.574,1050.603,-16.029,-0.015
2016,99115,1033.572,1061.255,-27.682,-0.026
2017,99115,1020.175,1177.267,-157.093,-0.133
2018,99115,1009.065,1187.142,-178.077,-0.15
2019,99115,998.45,1205.89,-207.44,-0.172
2020,99115,986.73,1212.038,-225.308,-0.186
2011,99116,1500.13,3461.887,-1961.757,-0.567
2012,99116,1503.389,3466.151,-1962.762,-0.566
2013,99116,1502.045,3450.888,-1948.843,-0.565
2014,99116,1502.235,3448.217,-1945.982,-0.564
2015,99116,1511.485,3500.063,-1988.578,-0.568
2016,99116,1512.424,3485.422,-1972.998,-0.566
2017,99116,1515.168,3290.081,-1774.912,-0.539
2018,99116,1516.403,1538.787,-22.384,-0.015
2019,99116,1519.585,1539.431,-19.846,-0.013
2020,99116,1523.276,1540.944,-17.668,-0.011
2011,99117,516.081,503.342,12.739,0.025
2012,99117,515.176,516.752,-1.575,-0.003
2013,99117,512.07,516.437,-4.367,-0.008
2014,99117,507.276,513.017,-5.741,-0.011
2015,99117,502.916,513.382,-10.466,-0.02
2016,99117,495.148,510.803,-15.655,-0.031
2017,99117,493.675,508.899,-15.223,-0.03
2018,99117,505.694,514.153,-8.459,-0.016
2019,99117,506.733,521.807,-15.074,-0.029
2020,99117,511.234,526.987,-15.753,-0.03
2011,99118,851.129,905.184,-54.055,-0.06
2012,99118,835.439,918.77,-83.331,-0.091
2013,99118,816.684,917.644,-100.96,-0.11
2014,99118,799.603,918.673,-119.07,-0.13
2015,99118,788.906,926.538,-137.632,-0.149
2016,99118,769.869,925.178,-155.308,-0.168
2017,99118,756.179,928.517,-172.337,-0.186
2018,99118,744.951,907.386,-162.435,-0.179
2019,99118,751.458,924.091,-172.633,-0.187
2020,99118,741.307,935.64,-194.333,-0.208
2011,99119,1194.477,1187.97,6.507,0.005
2012,99119,1205.138,1237.183,-32.045,-0.026
2013,99119,1198.827,1239.248,-40.42,-0.033
2014,99119,1199.346,1249.477,-50.131,-0.04
2015,99119,1200.357,1258.406,-58.049,-0.046
2016,99119,1197.697,1266.789,-69.092,-0.055
2017,99119,1200.866,1277.217,-76.351,-0.06
2018,99119,1214.463,1299.594,-85.13,-0.066
2019,99119,1224.148,1317.925,-93.777,-0.071
2020,99119,1236.484,1344.056,-107.572,-0.08
2011,99121,116.252,106.802,9.449,0.088
2012,99121,118.083,97.751,20.332,0.208
2013,99121,116.995,96.962,20.033,0.207
2014,99121,116.562,97.182,19.38,0.199
2015,99121,117.025,97.445,19.58,0.201
2016,99121,116.249,96.798,19.45,0.201
2017,99121,117.307,98.301,19.006,0.193
2018,99121,116.608,124.169,-7.561,-0.061
2019,99121,116.45,125.758,-9.308,-0.074
2020,99121,118.942,127.908,-8.966,-0.07
2011,99122,3754.029,3779.731,-25.703,-0.007
2012,99122,3759.315,3847.518,-88.203,-0.023
2013,99122,3734.097,3846.7,-112.603,-0.029
2014,99122,3745.935,3834.127,-88.192,-0.023
2015,99122,3744.911,3854.344,-109.433,-0.028
2016,99122,3722.914,3850.574,-127.661,-0.033
2017,99122,3755.017,3902.679,-147.663,-0.038
2018,99122,3803.871,3982.459,-178.588,-0.045
2019,99122,3866.851,4059.531,-192.68,-0.047
2020,99122,3904.015,4121.7,-217.685,-0.053
2011,99123,933.527,1077.165,-143.638,-0.133
2012,99123,868.36,1013.851,-145.492,-0.144
2013,99123,867.614,1028.46,-160.846,-0.156
2014,99123,858.462,1029.682,-171.219,-0.166
2015,99123,846.499,1029.441,-182.942,-0.178
2016,99123,839.128,1031.0,-191.872,-0.186
2017,99123,837.177,1041.526,-204.349,-0.196
2018,99123,836.367,1052.35,-215.983,-0.205
2019,99123,827.46,1053.169,-225.709,-0.214
2020,99123,814.23,1053.204,-238.974,-0.227
2011,99124,179.27,0.0,179.27,inf
2012,99124,173.048,0.0,173.048,inf
2013,99124,170.154,0.0,170.154,inf
2014,99124,170.273,0.0,170.273,inf
2015,99124,193.862,0.0,193.862,inf
2016,99124,192.909,0.0,192.909,inf
2017,99124,190.104,0.0,190.104,inf
2018,99124,187.506,219.192,-31.686,-0.145
2019,99124,185.117,219.247,-34.131,-0.156
2020,99124,183.135,219.384,-36.249,-0.165
2011,99125,524.481,561.873,-37.393,-0.067
2012,99125,516.01,565.791,-49.781,-0.088
2013,99125,510.16,567.46,-57.3,-0.101
2014,99125,507.721,572.511,-64.791,-0.113
2015,99125,502.167,569.972,-67.805,-0.119
2016,99125,502.397,575.233,-72.836,-0.127
2017,99125,500.569,564.569,-64.001,-0.113
2018,99125,495.752,565.563,-69.811,-0.123
2019,99125,491.904,566.342,-74.438,-0.131
2020,99125,485.957,555.307,-69.35,-0.125
2011,99126,799.989,633.939,166.05,0.262
2012,99126,797.586,633.412,164.174,0.259
2013,99126,797.762,857.811,-60.049,-0.07
2014,99126,795.317,858.492,-63.175,-0.074
2015,99126,798.802,864.328,-65.525,-0.076
2016,99126,803.327,874.363,-71.036,-0.081
2017,99126,801.915,878.325,-76.41,-0.087
2018,99126,801.317,882.635,-81.318,-0.092
2019,99126,804.834,893.889,-89.055,-0.1
2020,99126,814.375,907.875,-93.5,-0.103
2011,99128,331.95,373.78,-41.83,-0.112
2012,99128,325.907,357.138,-31.231,-0.087
2013,99128,322.16,360.818,-38.657,-0.107
2014,99128,320.237,367.228,-46.991,-0.128
2015,99128,316.496,366.572,-50.075,-0.137
2016,99128,314.597,375.573,-60.976,-0.162
2017,99128,307.88,343.475,-35.595,-0.104
2018,99128,302.152,341.94,-39.788,-0.116
2019,99128,300.954,345.709,-44.755,-0.129
2020,99128,296.204,345.312,-49.109,-0.142
2011,99129,765.831,762.799,3.032,0.004
2012,99129,772.166,763.627,8.539,0.011
2013,99129,777.629,763.764,13.866,0.018
2014,99129,781.433,762.668,18.764,0.025
2015,99129,791.816,767.579,24.237,0.032
2016,99129,795.993,766.908,29.084,0.038
2017,99129,816.075,782.381,33.694,0.043
2018,99129,838.203,799.928,38.275,0.048
2019,99129,848.245,806.295,41.95,0.052
2020,99129,864.73,816.058,48.671,0.06
2011,99130,832.053,802.459,29.594,0.037
2012,99130,818.068,830.604,-12.536,-0.015
2013,99130,809.222,834.165,-24.943,-0.03
2014,99130,799.7,836.675,-36.974,-0.044
2015,99130,794.252,836.032,-41.78,-0.05
2016,99130,792.643,841.495,-48.853,-0.058
2017,99130,789.619,876.729,-87.11,-0.099
2018,99130,782.771,878.068,-95.297,-0.109
2019,99130,777.916,882.491,-104.574,-0.118
2020,99130,775.084,887.021,-111.938,-0.126
2011,99131,203.057,203.047,0.011,0.0
2012,99131,203.814,203.388,0.426,0.002
2013,99131,206.661,205.929,0.732,0.004
2014,99131,210.158,209.393,0.765,0.004
2015,99131,207.487,205.899,1.588,0.008
2016,99131,210.733,208.467,2.266,0.011
2017,99131,215.173,213.871,1.302,0.006
2018,99131,221.827,216.661,5.165,0.024
2019,99131,227.4,222.955,4.445,0.02
2020,99131,228.957,223.491,5.466,0.024
2011,99133,1589.398,1500.754,88.644,0.059
2012,99133,1573.372,1531.985,41.387,0.027
2013,99133,1553.373,1548.304,5.069,0.003
2014,99133,1531.233,1559.586,-28.353,-0.018
2015,99133,1496.354,1560.003,-63.649,-0.041
2016,99133,1449.544,1551.568,-102.024,-0.066
2017,99133,1427.414,1586.415,-159.001,-0.1
2018,99133,1397.826,1593.691,-195.865,-0.123
2019,99133,1375.611,1611.402,-235.79,-0.146
2020,99133,1345.207,1612.522,-267.315,-0.166
2011,99134,658.714,661.155,-2.44,-0.004
2012,99134,664.566,652.076,12.49,0.019
2013,99134,667.403,652.319,15.083,0.023
2014,99134,666.178,647.276,18.902,0.029
2015,99134,671.922,648.655,23.267,0.036
2016,99134,664.291,639.709,24.583,0.038
2017,99134,663.086,636.627,26.459,0.042
2018,99134,666.375,637.246,29.129,0.046
2019,99134,671.146,648.753,22.392,0.035
2020,99134,673.71,649.881,23.828,0.037
2011,99135,296.043,340.615,-44.572,-0.131
2012,99135,281.857,337.968,-56.112,-0.166
2013,99135,276.54,342.546,-66.005,-0.193
2014,99135,267.424,343.378,-75.954,-0.221
2015,99135,261.586,347.903,-86.316,-0.248
2016,99135,247.618,342.666,-95.048,-0.277
2017,99135,238.95,326.976,-88.026,-0.269
2018,99135,229.768,328.334,-98.566,-0.3
2019,99135,221.349,328.585,-107.237,-0.326
2020,99135,210.797,327.338,-116.541,-0.356
2011,99136,12.221,11.99,0.231,0.019
2012,99136,12.258,11.975,0.282,0.024
2013,99136,11.451,10.678,0.772,0.072
2014,99136,10.75,9.705,1.045,0.108
2015,99136,10.917,9.695,1.222,0.126
2016,99136,11.219,9.871,1.349,0.137
2017,99136,11.381,9.939,1.442,0.145
2018,99136,11.488,9.99,1.497,0.15
2019,99136,11.504,10.015,1.488,0.149
2020,99136,11.135,9.466,1.67,0.176
2011,99137,378.595,382.342,-3.747,-0.01
2012,99137,374.794,384.808,-10.014,-0.026
2013,99137,373.443,387.344,-13.902,-0.036
2014,99137,375.302,393.316,-18.014,-0.046
2015,99137,373.196,394.966,-21.77,-0.055
2016,99137,370.006,395.558,-25.552,-0.065
2017,99137,370.209,398.754,-28.546,-0.072
2018,99137,372.552,405.586,-33.033,-0.081
2019,99137,373.013,411.055,-38.042,-0.093
2020,99137,377.943,419.675,-41.732,-0.099
2011,99138,1242.052,1242.801,-0.749,-0.001
2012,99138,1248.439,1249.676,-1.237,-0.001
2013,99138,1243.097,1244.887,-1.79,-0.001
2014,99138,1242.718,1246.258,-3.539,-0.003
2015,99138,1251.587,1254.269,-2.682,-0.002
2016,99138,1243.995,1246.499,-2.504,-0.002
2017,99138,1247.197,1251.697,-4.501,-0.004
2018,99138,1248.47,1253.286,-4.816,-0.004
2019,99138,1250.146,1254.367,-4.221,-0.003
2020,99138,1253.963,1259.031,-5.067,-0.004
2011,99139,1226.058,1275.127,-49.069,-0.038
2012,99139,1230.317,1260.475,-30.157,-0.024
2013,99139,1230.286,1268.392,-38.106,-0.03
2014,99139,1227.941,1274.824,-46.883,-0.037
2015,99139,1218.158,1272.191,-54.033,-0.042
2016,99139,1215.155,1278.557,-63.401,-0.05
2017,99139,1220.421,1291.426,-71.005,-0.055
2018,99139,1213.524,1291.628,-78.104,-0.06
2019,99139,1212.392,1298.988,-86.596,-0.067
2020,99139,1203.237,1299.075,-95.838,-0.074
2011,99140,469.221,479.31,-10.089,-0.021
2012,99140,469.653,480.381,-10.728,-0.022
2013,99140,465.455,477.814,-12.359,-0.026
2014,99140,464.038,477.335,-13.296,-0.028
2015,99140,464.39,479.215,-14.825,-0.031
2016,99140,462.132,476.247,-14.116,-0.03
2017,99140,463.436,476.261,-12.824,-0.027
2018,99140,464.512,476.876,-12.364,-0.026
2019,99140,465.809,476.556,-10.747,-0.023
2020,99140,470.305,480.122,-9.818,-0.02
2011,99141,5410.108,5458.089,-47.981,-0.009
2012,99141,5438.451,5481.9,-43.45,-0.008
2013,99141,5454.655,5245.883,208.772,0.04
2014,99141,5489.511,5275.532,213.979,0.041
2015,99141,5527.525,5296.124,231.401,0.044
2016,99141,5532.636,5289.681,242.955,0.046
2017,99141,5609.2,5567.139,42.061,0.008
2018,99141,5684.055,5630.949,53.106,0.009
2019,99141,5755.232,5697.662,57.57,0.01
2020,99141,5794.613,5712.556,82.057,0.014
2011,99143,744.357,752.054,-7.697,-0.01
2012,99143,728.099,750.932,-22.832,-0.03
2013,99143,715.641,753.011,-37.37,-0.05
2014,99143,705.682,758.767,-53.084,-0.07
2015,99143,696.755,759.953,-63.198,-0.083
2016,99143,684.45,767.235,-82.785,-0.108
2017,99143,670.252,765.534,-95.283,-0.124
2018,99143,665.745,773.541,-107.796,-0.139
2019,99143,654.566,774.067,-119.5,-0.154
2020,99143,640.098,781.237,-141.139,-0.181
2011,99144,38.149,25.42,12.728,0.501
2012,99144,36.189,40.424,-4.235,-0.105
2013,99144,33.666,40.051,-6.385,-0.159
2014,99144,31.546,40.109,-8.563,-0.213
2015,99144,29.008,39.784,-10.776,-0.271
2016,99144,26.338,38.959,-12.62,-0.324
2017,99144,23.889,38.882,-14.993,-0.386
2018,99144,21.147,38.401,-17.254,-0.449
2019,99144,18.695,37.907,-19.212,-0.507
2020,99144,16.249,37.084,-20.836,-0.562
2011,99146,1.55,0.0,1.55,inf
2012,99146,2.029,0.0,2.029,inf
2013,99146,2.466,0.0,2.466,inf
2014,99146,2.945,0.0,2.945,inf
2015,99146,3.433,0.0,3.433,inf
2016,99146,3.897,0.0,3.897,inf
2017,99146,4.418,0.0,4.418,inf
2018,99146,4.944,0.0,4.944,inf
2019,99146,5.388,1.009,4.379,4.339
2020,99146,5.724,1.014,4.71,4.645
2011,99147,163.799,168.309,-4.51,-0.027
2012,99147,163.476,168.059,-4.584,-0.027
2013,99147,162.844,169.017,-6.173,-0.037
2014,99147,167.659,175.012,-7.353,-0.042
2015,99147,168.026,175.013,-6.987,-0.04
2016,99147,170.482,176.396,-5.913,-0.034
2017,99147,171.267,177.836,-6.569,-0.037
2018,99147,178.193,181.33,-3.137,-0.017
2019,99147,184.048,189.904,-5.856,-0.031
2020,99147,191.257,197.362,-6.104,-0.031
2011,99148,2415.947,2433.313,-17.366,-0.007
2012,99148,2409.232,2443.269,-34.037,-0.014
2013,99148,2417.45,2468.912,-51.462,-0.021
2014,99148,2437.484,2503.47,-65.986,-0.026
2015,99148,2435.701,2512.822,-77.121,-0.031
2016,99148,2444.674,2533.858,-89.183,-0.035
2017,99148,2469.786,2573.208,-103.422,-0.04
2018,99148,2500.279,2622.68,-122.4,-0.047
2019,99148,2537.057,2681.803,-144.746,-0.054
2020,99148,2561.064,2714.878,-153.814,-0.057
2011,99150,440.532,457.227,-16.695,-0.037
2012,99150,436.372,457.391,-21.02,-0.046
2013,99150,434.419,460.571,-26.152,-0.057
2014,99150,427.998,450.519,-22.522,-0.05
2015,99150,425.245,451.872,-26.627,-0.059
2016,99150,420.591,451.693,-31.102,-0.069
2017,99150,417.043,454.011,-36.967,-0.081
2018,99150,415.833,458.148,-42.315,-0.092
2019,99150,410.216,461.108,-50.892,-0.11
2020,99150,405.721,463.753,-58.031,-0.125
2011,99151,195.141,0.0,195.141,inf
2012,99151,202.346,0.0,202.346,inf
2013,99151,208.667,190.679,17.988,0.094
2014,99151,220.127,195.49,24.636,0.126
2015,99151,221.22,190.518,30.701,0.161
2016,99151,227.893,190.537,37.356,0.196
2017,99151,234.525,190.669,43.856,0.23
2018,99151,240.147,190.721,49.426,0.259
2019,99151,246.686,190.79,55.896,0.293
2020,99151,254.05,190.845,63.205,0.331
2011,99152,187.603,0.0,187.603,inf
2012,99152,186.545,0.0,186.545,inf
2013,99152,185.531,0.0,185.531,inf
2014,99152,194.199,0.0,194.199,inf
2015,99152,183.3,0.0,183.3,inf
2016,99152,186.952,0.0,186.952,inf
2017,99152,177.343,0.0,177.343,inf
2018,99152,176.524,0.0,176.524,inf
2019,99152,175.444,75.161,100.284,1.334
2020,99152,174.585,188.948,-14.363,-0.076
2011,99153,500.594,696.504,-195.909,-0.281
2012,99153,502.393,697.097,-194.704,-0.279
2013,99153,507.986,703.421,-195.434,-0.278
2014,99153,509.837,713.532,-203.695,-0.285
2015,99153,506.22,697.711,-191.491,-0.274
2016,99153,499.56,695.685,-196.125,-0.282
2017,99153,506.201,692.004,-185.803,-0.269
2018,99153,512.267,697.99,-185.723,-0.266
2019,99153,514.651,625.353,-110.702,-0.177
2020,99153,519.843,515.346,4.497,0.009
2011,99154,31.671,31.514,0.157,0.005
2012,99154,34.51,33.317,1.193,0.036
2013,99154,35.569,33.346,2.223,0.067
2014,99154,38.155,35.299,2.855,0.081
2015,99154,38.829,34.948,3.881,0.111
2016,99154,38.943,34.055,4.888,0.144
2017,99154,39.503,33.591,5.912,0.176
2018,99154,39.245,32.227,7.017,0.218
2019,99154,40.026,32.095,7.93,0.247
2020,99154,41.472,33.495,7.977,0.238
2011,99155,1547.433,0.0,1547.433,inf
2012,99155,1534.015,0.0,1534.015,inf
2013,99155,1515.853,0.0,1515.853,inf
2014,99155,1496.729,0.0,1496.729,inf
2015,99155,1490.075,0.0,1490.075,inf
2016,99155,1460.383,0.0,1460.383,inf
2017,99155,1448.953,0.0,1448.953,inf
2018,99155,1436.179,1539.503,-103.323,-0.067
2019,99155,1421.562,1540.813,-119.252,-0.077
2020,99155,1410.254,1544.547,-134.293,-0.087
2011,99156,8277.45,8583.936,-306.487,-0.036
2012,99156,8303.752,8573.858,-270.106,-0.032
2013,99156,8304.686,8599.001,-294.315,-0.034
2014,99156,8321.318,8432.641,-111.323,-0.013
2015,99156,8336.215,8472.43,-136.215,-0.016
2016,99156,8350.775,8505.619,-154.844,-0.018
2017,99156,8371.73,8513.528,-141.798,-0.017
2018,99156,8462.124,8624.523,-162.399,-0.019
2019,99156,8591.687,8776.543,-184.855,-0.021
2020,99156,8655.376,8850.052,-194.675,-0.022
2011,99157,615.273,435.568,179.706,0.413
2012,99157,616.404,451.825,164.579,0.364
2013,99157,613.503,448.266,165.237,0.369
2014,99157,620.355,453.101,167.253,0.369
2015,99157,630.321,458.913,171.408,0.374
2016,99157,630.146,642.077,-11.931,-0.019
2017,99157,638.543,650.048,-11.505,-0.018
2018,99157,643.53,653.846,-10.316,-0.016
2019,99157,651.55,661.231,-9.681,-0.015
2020,99157,655.946,664.872,-8.926,-0.013
2011,99158,556.538,574.133,-17.595,-0.031
2012,99158,546.777,562.251,-15.474,-0.028
2013,99158,537.087,561.482,-24.395,-0.043
2014,99158,527.815,561.367,-33.553,-0.06
2015,99158,528.948,568.309,-39.361,-0.069
2016,99158,524.8,568.714,-43.914,-0.077
2017,99158,518.877,574.113,-55.236,-0.096
2018,99158,512.537,579.153,-66.616,-0.115
2019,99158,516.436,592.978,-76.542,-0.129
2020,99158,510.065,596.99,-86.925,-0.146
2011,99159,1304.548,1255.435,49.114,0.039
2012,99159,1313.026,1254.643,58.383,0.047
2013,99159,1304.521,1246.531,57.989,0.047
2014,99159,1297.608,1242.682,54.927,0.044
2015,99159,1301.309,1242.292,59.018,0.048
2016,99159,1285.788,1229.024,56.765,0.046
2017,99159,1285.529,1321.758,-36.229,-0.027
2018,99159,1289.763,1329.49,-39.727,-0.03
2019,99159,1294.521,1342.529,-48.008,-0.036
2020,99159,1287.066,1336.739,-49.673,-0.037
2011,99160,94.07,106.363,-12.293,-0.116
2012,99160,90.644,106.421,-15.777,-0.148
2013,99160,86.115,105.537,-19.423,-0.184
2014,99160,82.278,105.187,-22.909,-0.218
2015,99160,80.759,107.973,-27.215,-0.252
2016,99160,76.31,107.132,-30.822,-0.288
2017,99160,72.753,103.258,-30.504,-0.295
2018,99160,69.5,103.185,-33.685,-0.326
2019,99160,66.013,102.866,-36.853,-0.358
2020,99160,63.619,103.077,-39.459,-0.383
2011,99161,1284.504,1322.637,-38.133,-0.029
2012,99161,1277.72,1340.02,-62.3,-0.046
2013,99161,1267.997,1348.753,-80.756,-0.06
2014,99161,1257.663,1358.772,-101.108,-0.074
2015,99161,1253.469,1362.335,-108.866,-0.08
2016,99161,1264.939,1387.808,-122.869,-0.089
2017,99161,1264.668,1402.272,-137.604,-0.098
2018,99161,1261.204,1414.236,-153.032,-0.108
2019,99161,1266.298,1435.216,-168.918,-0.118
2020,99161,1261.08,1449.499,-188.419,-0.13
2011,99163,30456.952,30959.948,-502.996,-0.016
2012,99163,31207.09,31845.071,-637.981,-0.02
2013,99163,31155.582,31916.217,-760.636,-0.024
2014,99163,31549.667,32456.997,-907.33,-0.028
2015,99163,32177.883,33168.099,-990.217,-0.03
2016,99163,32516.519,33725.137,-1208.618,-0.036
2017,99163,33115.089,34390.852,-1275.763,-0.037
2018,99163,33467.471,34801.373,-1333.902,-0.038
2019,99163,34146.216,35590.714,-1444.497,-0.041
2020,99163,34396.208,35904.631,-1508.423,-0.042
2011,99164,1330.589,1016.696,313.893,0.309
2012,99164,1576.457,1290.943,285.514,0.221
2013,99164,1505.47,1237.459,268.012,0.217
2014,99164,1404.105,1150.629,253.476,0.22
2015,99164,1385.732,1148.154,237.578,0.207
2016,99164,1379.738,1158.745,220.993,0.191
2017,99164,1355.422,1140.573,214.848,0.188
2018,99164,1403.776,1218.307,185.469,0.152
2019,99164,1432.09,1269.329,162.762,0.128
2020,99164,1410.936,1259.88,151.056,0.12
2011,99166,3115.849,3175.489,-59.641,-0.019
2012,99166,3097.145,3195.284,-98.14,-0.031
2013,99166,3076.051,3212.312,-136.261,-0.042
2014,99166,3046.237,3228.748,-182.511,-0.057
2015,99166,3014.499,3242.357,-227.858,-0.07
2016,99166,2974.093,3241.189,-267.097,-0.082
2017,99166,2955.132,3259.978,-304.846,-0.094
2018,99166,2935.693,3283.037,-347.344,-0.106
2019,99166,2910.527,3305.174,-394.647,-0.119
2020,99166,2914.938,3348.201,-433.264,-0.129
2011,99167,697.145,696.282,0.863,0.001
2012,99167,700.527,698.502,2.025,0.003
2013,99167,709.762,707.007,2.754,0.004
2014,99167,709.266,705.508,3.758,0.005
2015,99167,723.305,718.362,4.942,0.007
2016,99167,730.999,724.85,6.149,0.008
2017,99167,745.761,739.142,6.62,0.009
2018,99167,757.425,750.576,6.849,0.009
2019,99167,765.603,759.671,5.932,0.008
2020,99167,779.967,771.863,8.103,0.01
2011,99169,2583.029,2657.991,-74.962,-0.028
2012,99169,2517.985,2651.063,-133.078,-0.05
2013,99169,2468.032,2632.431,-164.399,-0.062
2014,99169,2406.503,2625.364,-218.861,-0.083
2015,99169,2329.446,2608.455,-279.009,-0.107
2016,99169,2267.564,2612.262,-344.698,-0.132
2017,99169,2206.152,2525.644,-319.492,-0.126
2018,99169,2146.067,2530.111,-384.044,-0.152
2019,99169,2075.178,2522.474,-447.295,-0.177
